confidence,evidence,kind,source,target
medium,,documents_or_references,file:README.md,file:outputs/agent_architecture_consolidation/formal_search_claim_scope_patch_draft.json
medium,,documents_or_references,file:README.md,file:outputs/agent_architecture_consolidation/formal_search_nonlegal_comparison_review_packet.json
medium,,documents_or_references,file:README.md,file:outputs/agent_architecture_consolidation/formal_search_nonlegal_review_response_source_preflight.json
medium,,documents_or_references,file:README.md,file:outputs/agent_architecture_consolidation/formal_search_nonlegal_review_response_template.json
medium,,documents_or_references,file:README.md,file:outputs/agent_architecture_consolidation/formal_search_result_intake_schema.json
medium,,documents_or_references,file:README.md,file:outputs/agent_architecture_consolidation/formal_search_result_package_row_preflight.json
medium,,documents_or_references,file:README.md,file:outputs/agent_architecture_consolidation/formal_search_result_package_source_preflight.json
medium,,documents_or_references,file:README.md,file:outputs/agent_architecture_consolidation/formal_search_result_package_submission_template.json
medium,,documents_or_references,file:README.md,file:outputs/agent_architecture_consolidation/formal_search_result_package_template.json
medium,,documents_or_references,file:README.md,file:outputs/agent_architecture_consolidation/formal_search_result_validation_execution.json
medium,,documents_or_references,file:README.md,file:outputs/agent_architecture_consolidation/formal_search_result_validation_gate.json
medium,,documents_or_references,file:README.md,file:outputs/agent_architecture_consolidation/formal_search_work_packages.json
medium,,documents_or_references,file:README.md,file:outputs/agent_architecture_consolidation/patent_technical_feature_ledger.json
medium,,documents_or_references,file:README.md,file:outputs/agent_architecture_consolidation/prior_art_distinction_matrix.json
medium,,documents_or_references,file:README.md,file:outputs/agent_architecture_consolidation/technical_claim_skeleton_scaffold.json
medium,,documents_or_references,file:README.md,file:outputs/agent_architecture_consolidation/technical_effect_measurement_matrix.json
medium,,documents_or_references,file:README.md,file:outputs/agent_architecture_consolidation/technical_embodiment_validation_matrix.json
medium,,documents_or_references,file:README.md,file:outputs/catalyst_activity_proxy/catalyst_activity_proxy_metrics.json
medium,,documents_or_references,file:README.md,file:outputs/field_replay_calibration_gate/g6_p6_gate_metrics.json
medium,,documents_or_references,file:README.md,file:outputs/field_replay_evidence_chain/evidence_chain_metrics.json
medium,,documents_or_references,file:README.md,file:outputs/field_replay_import/import_acceptance_metrics.json
medium,,documents_or_references,file:README.md,file:outputs/field_replay_import/import_schema.json
medium,,documents_or_references,file:README.md,file:outputs/grey_box_dynamic_latency/latency_budget_metrics.json
medium,,documents_or_references,file:README.md,file:outputs/matrix_shock_fast_proxy/fast_proxy_metrics.json
medium,,documents_or_references,file:README.md,file:outputs/minimal_grey_box_physics/grey_box_physics_metrics.json
medium,,documents_or_references,file:README.md,file:outputs/model_core_governance/priority_ranking.json
medium,,documents_or_references,file:README.md,file:outputs/multi_facility_collaborative_control/collaborative_control_metrics.json
medium,,documents_or_references,file:README.md,file:outputs/multi_facility_replay_evaluation/replay_evaluation_metrics.json
medium,,documents_or_references,file:README.md,file:outputs/pressure_resolution_replay_scenario_pack/pressure_resolution_replay_rows_csv_template/
medium,,documents_or_references,file:README.md,file:outputs/pressure_resolution_replay_scenario_pack/pressure_resolution_replay_rows_downstream_route_handoff.json
medium,,documents_or_references,file:README.md,file:outputs/pressure_resolution_replay_scenario_pack/pressure_resolution_replay_rows_downstream_target_gate_operator_review_preflight.json
medium,,documents_or_references,file:README.md,file:outputs/pressure_resolution_replay_scenario_pack/pressure_resolution_replay_rows_downstream_target_gate_operator_review_template.json
medium,,documents_or_references,file:README.md,file:outputs/pressure_resolution_replay_scenario_pack/pressure_resolution_replay_rows_downstream_target_gate_post_review_gate.json
medium,,documents_or_references,file:README.md,file:outputs/pressure_resolution_replay_scenario_pack/pressure_resolution_replay_rows_downstream_target_gate_preflight.json
medium,,documents_or_references,file:README.md,file:outputs/pressure_resolution_replay_scenario_pack/pressure_resolution_replay_rows_downstream_target_gate_protective_candidate_evaluation.json
medium,,documents_or_references,file:README.md,file:outputs/pressure_resolution_replay_scenario_pack/pressure_resolution_replay_rows_downstream_target_gate_result_arbitration.json
medium,,documents_or_references,file:README.md,file:outputs/pressure_resolution_replay_scenario_pack/pressure_resolution_replay_rows_downstream_target_gate_result_intake_schema.json
medium,,documents_or_references,file:README.md,file:outputs/pressure_resolution_replay_scenario_pack/pressure_resolution_replay_rows_downstream_target_gate_result_preflight.json
medium,,documents_or_references,file:README.md,file:outputs/pressure_resolution_replay_scenario_pack/pressure_resolution_replay_rows_r7_alignment.json
medium,,documents_or_references,file:README.md,file:outputs/pressure_resolution_replay_scenario_pack/pressure_resolution_replay_rows_r7_completion_plan.json
medium,,documents_or_references,file:README.md,file:outputs/pressure_resolution_replay_scenario_pack/pressure_resolution_replay_rows_r7_completion_route_contracts.json
medium,,documents_or_references,file:README.md,file:outputs/pressure_resolution_replay_scenario_pack/pressure_resolution_replay_rows_r7_completion_route_work_package_assembly_gate.json
medium,,documents_or_references,file:README.md,file:outputs/pressure_resolution_replay_scenario_pack/pressure_resolution_replay_rows_r7_completion_route_work_package_patch_plan.json
medium,,documents_or_references,file:README.md,file:outputs/pressure_resolution_replay_scenario_pack/pressure_resolution_replay_rows_r7_completion_route_work_package_preflight.json
medium,,documents_or_references,file:README.md,file:outputs/pressure_resolution_replay_scenario_pack/pressure_resolution_replay_rows_r7_completion_route_work_package_templates/
medium,,documents_or_references,file:README.md,file:outputs/pressure_resolution_replay_scenario_pack/pressure_resolution_replay_rows_r7_completion_route_work_packages.json
medium,,documents_or_references,file:README.md,file:outputs/pressure_resolution_replay_scenario_pack/pressure_resolution_replay_rows_r7_staging_preflight.json
medium,,documents_or_references,file:README.md,file:outputs/pressure_resolution_replay_scenario_pack/pressure_resolution_replay_rows_source_package_route_preflight.json
medium,,documents_or_references,file:README.md,file:outputs/pressure_resolution_replay_scenario_pack/pressure_resolution_replay_rows_source_package_submission_route_guide.json
medium,,documents_or_references,file:README.md,file:outputs/pressure_resolution_replay_scenario_pack/pressure_resolution_replay_rows_submission_readiness_review.json
medium,,documents_or_references,file:README.md,file:outputs/sensor_network_sparse_placement/sparse_placement_metrics.json
medium,,documents_or_references,file:README.md,file:outputs/soft_sensor_field_holdout_gate/field_holdout_gate_metrics.json
medium,,documents_or_references,file:README.md,file:outputs/soft_sensor_matrix_coupling/soft_sensor_matrix_metrics.json
medium,,documents_or_references,file:README.md,file:outputs/soft_sensor_training/soft_sensor_conformal_metrics.json
medium,,documents_or_references,file:README.md,file:outputs/timestamped_campaign_replay/timestamped_replay_schema.json
medium,,documents_or_references,file:README.md,file:outputs/weak_target_stratified_conformal/weak_target_stratified_metrics.json
high,,has_heading,file:README.md,heading:README.md#Agent-迭代顺序
high,,has_heading,file:README.md,heading:README.md#低成本传感循环式水处理智能闭环项目
high,,has_heading,file:README.md,heading:README.md#常用命令
high,,has_heading,file:README.md,heading:README.md#当前重点
high,,has_heading,file:README.md,heading:README.md#模型层
medium,,documents_or_references,file:_总目录.md,file:deliverables/README.md
medium,,documents_or_references,file:_总目录.md,file:deliverables/field_calibration_protocol.md
medium,,documents_or_references,file:_总目录.md,file:deliverables/field_data_acceptance_gates.md
medium,,documents_or_references,file:_总目录.md,file:deliverables/field_replay_calibration_gate.md
medium,,documents_or_references,file:_总目录.md,file:deliverables/field_replay_evidence_chain.md
medium,,documents_or_references,file:_总目录.md,file:deliverables/field_replay_import_protocol.md
medium,,documents_or_references,file:_总目录.md,file:deliverables/grey_box_dynamic_latency.md
medium,,documents_or_references,file:_总目录.md,file:deliverables/key_metrics_table.md
medium,,documents_or_references,file:_总目录.md,file:deliverables/knowledge_graph_curation.md
medium,,documents_or_references,file:_总目录.md,file:deliverables/knowledge_graph_schema.md
medium,,documents_or_references,file:_总目录.md,file:deliverables/literature_evidence_matrix.md
medium,,documents_or_references,file:_总目录.md,file:deliverables/literature_evidence_schema.md
medium,,documents_or_references,file:_总目录.md,file:deliverables/matrix_shock_fast_proxy_control.md
medium,,documents_or_references,file:_总目录.md,file:deliverables/ppt/low_cost_water_ai_formal_deck.pptx
medium,,documents_or_references,file:_总目录.md,file:deliverables/soft_sensor_conformal_calibration.md
medium,,documents_or_references,file:_总目录.md,file:deliverables/soft_sensor_uncertainty_validation.md
medium,,documents_or_references,file:_总目录.md,file:deliverables/timestamped_campaign_replay_schema.md
medium,,documents_or_references,file:_总目录.md,file:docs/agent_system_spec.md
medium,,documents_or_references,file:_总目录.md,file:docs/研究方案_Word兼容版.docx
medium,,documents_or_references,file:_总目录.md,file:outputs/agent30_field_data_interface/synthetic_field_data_package/
medium,,documents_or_references,file:_总目录.md,file:outputs/agentXX_*
medium,,documents_or_references,file:_总目录.md,file:src/water_ai/agents/
high,,has_heading,file:_总目录.md,heading:_总目录.md#优先阅读
high,,has_heading,file:_总目录.md,heading:_总目录.md#低成本传感循环式水处理智能闭环项目
high,,has_heading,file:_总目录.md,heading:_总目录.md#目录框架
high,,has_heading,file:_总目录.md,heading:_总目录.md#重要边界
medium,,documents_or_references,file:deliverables/README.md,file:deliverables/catalyst_activity_proxy.md
medium,,documents_or_references,file:deliverables/README.md,file:deliverables/claim_specific_field_package.md
medium,,documents_or_references,file:deliverables/README.md,file:deliverables/codegraph/codegraph_summary.md
medium,,documents_or_references,file:deliverables/README.md,file:deliverables/codegraph/project_codegraph.json
medium,,documents_or_references,file:deliverables/README.md,file:deliverables/codegraph/project_codegraph_edges.csv
medium,,documents_or_references,file:deliverables/README.md,file:deliverables/codegraph/project_codegraph_nodes.csv
medium,,documents_or_references,file:deliverables/README.md,file:deliverables/codegraph/scan_shortcuts.md
medium,,documents_or_references,file:deliverables/README.md,file:deliverables/deck_claim_spine.md
medium,,documents_or_references,file:deliverables/README.md,file:deliverables/deck_design_system.md
medium,,documents_or_references,file:deliverables/README.md,file:deliverables/deck_qa_checklist.md
medium,,documents_or_references,file:deliverables/README.md,file:deliverables/engineering_execution_constraints.md
medium,,documents_or_references,file:deliverables/README.md,file:deliverables/field_calibration_protocol.md
medium,,documents_or_references,file:deliverables/README.md,file:deliverables/field_calibration_runbook.md
medium,,documents_or_references,file:deliverables/README.md,file:deliverables/field_data_acceptance_gates.md
medium,,documents_or_references,file:deliverables/README.md,file:deliverables/field_replay_calibration_gate.md
medium,,documents_or_references,file:deliverables/README.md,file:deliverables/field_replay_evidence_chain.md
medium,,documents_or_references,file:deliverables/README.md,file:deliverables/field_replay_import_protocol.md
medium,,documents_or_references,file:deliverables/README.md,file:deliverables/field_validation_queue_alignment.md
medium,,documents_or_references,file:deliverables/README.md,file:deliverables/figure_specs.md
